,label,area,bbox-0,bbox-1,bbox-2,bbox-3,bbox_area,centroid-0,centroid-1,filled_image,image,slice,inertia_tensor-0-0,inertia_tensor-0-1,inertia_tensor-1-0,inertia_tensor-1-1,solidity,mean_intensity,intensity_image
0,1,329,0,108,1,437,329,0.0,272.0,"[[ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True]]","[[ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True]]","(slice(0, 1, None), slice(108, 437, None))",9020.0,-0.0,-0.0,0.0,1.0,0.7839799749687107,"[[0.74117647 0.7372549  0.72941176 0.76470588 0.80392157 0.82352941
  0.83529412 0.83137255 0.83137255 0.81960784 0.81568627 0.82352941
  0.82745098 0.82352941 0.83529412 0.82352941 0.82745098 0.81568627
  0.8        0.79607843 0.80784314 0.82352941 0.81960784 0.81176471
  0.81176471 0.81176471 0.81960784 0.81176471 0.82352941 0.82352941
  0.82352941 0.81960784 0.81960784 0.81960784 0.81960784 0.80784314
  0.80392157 0.81176471 0.8        0.79607843 0.79215686 0.79607843
  0.79607843 0.8        0.8        0.79215686 0.78039216 0.78823529
  0.79607843 0.79607843 0.79215686 0.78823529 0.79215686 0.79607843
  0.8        0.80392157 0.80784314 0.8        0.79607843 0.8
  0.78823529 0.79215686 0.78823529 0.79215686 0.78823529 0.78823529
  0.79215686 0.79215686 0.78823529 0.78823529 0.78823529 0.78431373
  0.78431373 0.78823529 0.78823529 0.78431373 0.76862745 0.78039216
  0.78823529 0.78431373 0.77647059 0.78039216 0.78431373 0.76470588
  0.78039216 0.78039216 0.76862745 0.78039216 0.77254902 0.78039216
  0.77647059 0.78039216 0.78431373 0.78039216 0.78823529 0.77254902
  0.78431373 0.78039216 0.78039216 0.79215686 0.78039216 0.77254902
  0.77254902 0.77254902 0.77647059 0.77647059 0.78431373 0.78431373
  0.78823529 0.77647059 0.78039216 0.77254902 0.78039216 0.78431373
  0.78823529 0.78823529 0.79215686 0.79607843 0.8        0.78823529
  0.78431373 0.78823529 0.78431373 0.80392157 0.79607843 0.79215686
  0.78431373 0.78431373 0.79215686 0.78823529 0.79215686 0.79607843
  0.79607843 0.79607843 0.79215686 0.78823529 0.79215686 0.8
  0.80392157 0.78431373 0.79607843 0.79607843 0.79215686 0.78823529
  0.78823529 0.78431373 0.77647059 0.79607843 0.80392157 0.8
  0.8        0.78823529 0.79215686 0.79215686 0.79215686 0.80392157
  0.8        0.78823529 0.78039216 0.79607843 0.79215686 0.79215686
  0.78823529 0.78823529 0.78039216 0.78431373 0.78823529 0.79607843
  0.8        0.78823529 0.79607843 0.79215686 0.79215686 0.79215686
  0.79607843 0.78823529 0.79215686 0.78823529 0.78823529 0.78431373
  0.78431373 0.78431373 0.77647059 0.77647059 0.78039216 0.78039216
  0.77647059 0.77647059 0.77254902 0.77254902 0.77647059 0.78823529
  0.78823529 0.77647059 0.76862745 0.77254902 0.78039216 0.78039216
  0.77254902 0.77647059 0.78431373 0.77647059 0.78431373 0.78823529
  0.79215686 0.78431373 0.77647059 0.77254902 0.78039216 0.78823529
  0.78431373 0.78039216 0.77647059 0.77647059 0.78039216 0.78039216
  0.78039216 0.77254902 0.77647059 0.78431373 0.78431373 0.78431373
  0.78039216 0.78823529 0.78039216 0.78039216 0.78039216 0.78039216
  0.78431373 0.79215686 0.78823529 0.79607843 0.80392157 0.78039216
  0.77254902 0.78431373 0.78431373 0.77647059 0.78039216 0.78823529
  0.78431373 0.78431373 0.79215686 0.78039216 0.78039216 0.78039216
  0.78039216 0.78039216 0.78039216 0.77647059 0.78039216 0.78039216
  0.78431373 0.78039216 0.77647059 0.77254902 0.77254902 0.78039216
  0.77647059 0.78823529 0.78431373 0.78039216 0.78823529 0.78431373
  0.77254902 0.76862745 0.76470588 0.77647059 0.78039216 0.78039216
  0.77647059 0.78039216 0.78039216 0.78431373 0.78039216 0.78431373
  0.77647059 0.77254902 0.77254902 0.77647059 0.78431373 0.77647059
  0.77647059 0.77647059 0.78039216 0.77647059 0.76470588 0.76862745
  0.76862745 0.77254902 0.76078431 0.76470588 0.76862745 0.78039216
  0.77254902 0.76470588 0.76862745 0.76470588 0.76078431 0.76470588
  0.76862745 0.77647059 0.76470588 0.76078431 0.75686275 0.76078431
  0.76078431 0.75686275 0.75686275 0.74901961 0.76078431 0.75686275
  0.76078431 0.75294118 0.76078431 0.76078431 0.76470588 0.75686275
  0.75294118 0.76078431 0.75686275 0.76078431 0.75686275 0.72941176
  0.71372549 0.70196078 0.70196078 0.68235294 0.6745098 ]]"
9,10,55,0,486,1,541,55,0.0,513.0,"[[ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True]]","[[ True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True  True  True  True  True  True
   True  True  True  True  True  True  True]]","(slice(0, 1, None), slice(486, 541, None))",252.0,-0.0,-0.0,0.0,1.0,0.621319073083779,"[[0.6627451  0.64705882 0.64313725 0.63137255 0.65098039 0.65490196
  0.64705882 0.64705882 0.64705882 0.65098039 0.64705882 0.63137255
  0.63529412 0.62745098 0.63529412 0.62745098 0.63137255 0.63529412
  0.64313725 0.63921569 0.65490196 0.63921569 0.63529412 0.62352941
  0.63529412 0.62352941 0.62352941 0.61568627 0.63529412 0.62745098
  0.61960784 0.62352941 0.61176471 0.61176471 0.60784314 0.61176471
  0.60784314 0.61568627 0.63529412 0.61568627 0.61176471 0.6
  0.6        0.59607843 0.60392157 0.59215686 0.58431373 0.58039216
  0.58431373 0.58431373 0.58039216 0.57647059 0.58039216 0.58823529
  0.6       ]]"
10,11,2143,1,79,9,434,2840,3.739617358842744,261.87727484834346,"[[False False False ...  True  True  True]
 [False False False ...  True  True False]
 [False False False ...  True  True False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","[[False False False ...  True  True  True]
 [False False False ...  True  True False]
 [False False False ...  True  True False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","(slice(1, 9, None), slice(79, 434, None))",9085.57569915311,12.363733380599326,12.363733380599326,3.6064892609578063,0.8335278101905873,0.4835881529466663,"[[0.         0.         0.         ... 0.42745098 0.4        0.38431373]
 [0.         0.         0.         ... 0.41176471 0.38039216 0.        ]
 [0.         0.         0.         ... 0.39607843 0.37254902 0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]"
13,14,50279,3,331,511,645,159512,334.6556216312974,519.8112333180851,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","(slice(3, 511, None), slice(331, 645, None))",5788.807999670279,3159.6206665824175,3159.6206665824175,10594.112334941943,0.40804914866334463,0.5819016164312938,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
20,21,128202,9,0,514,648,327240,340.30932434751406,261.1460741642096,"[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","(slice(9, 514, None), slice(0, 648, None))",33092.21439189035,-1273.4907901822444,-1273.4907901822444,11235.223346232307,0.4498094830429382,0.7621965152420307,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
31,32,25966,111,0,496,359,138215,310.219132712008,227.80674728491104,"[[ True False False ... False False False]
 [ True False  True ... False False False]
 [ True  True False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","[[ True False False ... False False False]
 [ True False  True ... False False False]
 [ True  True False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]","(slice(111, 496, None), slice(0, 359, None))",10691.109614799187,-4741.453616573552,-4741.453616573552,8248.784300041158,0.2694742522675855,0.5901081806827329,"[[0.37254902 0.         0.         ... 0.         0.         0.        ]
 [0.37647059 0.         0.37254902 ... 0.         0.         0.        ]
 [0.37254902 0.37254902 0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]"
45,46,138,173,570,195,584,308,182.35507246376812,575.463768115942,"[[False False False False False False False False False False  True False
  False False]
 [False False False False False  True  True  True  True False  True  True
   True False]
 [False False  True False False  True  True  True  True False  True  True
   True  True]
 [False False False  True  True False  True  True  True  True  True  True
   True  True]
 [False False False  True False  True False  True  True  True  True  True
   True  True]
 [False False  True  True  True  True False  True  True  True  True False
   True False]
 [False False  True  True  True  True  True  True  True  True  True False
   True False]
 [False False  True  True  True  True  True  True  True  True  True False
  False False]
 [False False  True  True  True  True  True  True  True  True  True  True
  False False]
 [False False False  True  True  True  True False False False False False
  False False]
 [False False  True  True  True  True  True False False False False False
  False False]
 [False False False False  True  True  True  True False False False False
  False False]
 [ True False  True  True  True  True False  True  True False False False
  False False]
 [ True  True  True  True  True  True False  True False False False False
  False False]
 [ True  True  True  True  True  True False  True False False False False
  False False]
 [ True  True  True  True  True  True False False False False False False
  False False]
 [ True False  True  True  True False False False False False False False
  False False]
 [ True False False  True  True  True  True False False False False False
  False False]
 [False  True  True  True  True False False False False False False False
  False False]
 [ True  True  True  True  True False False False False False False False
  False False]
 [ True  True  True  True  True False False False False False False False
  False False]
 [False  True  True  True False False False False False False False False
  False False]]","[[False False False False False False False False False False  True False
  False False]
 [False False False False False  True  True  True  True False  True  True
   True False]
 [False False  True False False  True  True  True  True False  True  True
   True  True]
 [False False False  True  True False  True  True  True  True  True  True
   True  True]
 [False False False  True False  True False  True  True  True  True  True
   True  True]
 [False False  True  True  True  True False  True  True  True  True False
   True False]
 [False False  True False  True  True  True  True  True  True  True False
   True False]
 [False False  True  True  True  True  True  True  True  True  True False
  False False]
 [False False  True  True  True  True  True  True  True  True  True  True
  False False]
 [False False False  True  True  True  True False False False False False
  False False]
 [False False  True  True  True  True  True False False False False False
  False False]
 [False False False False  True  True  True  True False False False False
  False False]
 [ True False  True  True  True  True False  True  True False False False
  False False]
 [ True  True  True  True  True  True False  True False False False False
  False False]
 [ True  True  True False  True  True False  True False False False False
  False False]
 [ True  True  True  True  True  True False False False False False False
  False False]
 [ True False  True  True  True False False False False False False False
  False False]
 [ True False False  True  True  True  True False False False False False
  False False]
 [False  True  True  True  True False False False False False False False
  False False]
 [ True  True  True  True  True False False False False False False False
  False False]
 [ True  True  True  True  True False False False False False False False
  False False]
 [False  True  True  True False False False False False False False False
  False False]]","(slice(173, 195, None), slice(570, 584, None))",11.770426381012392,13.295106070153329,13.295106070153329,34.40290905272001,0.700507614213198,0.684171639670361,"[[0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.68235294 0.
  0.         0.        ]
 [0.         0.         0.         0.         0.         0.6745098
  0.6745098  0.68235294 0.68627451 0.         0.69411765 0.68235294
  0.68235294 0.        ]
 [0.         0.         0.6745098  0.         0.         0.6745098
  0.68235294 0.69411765 0.69803922 0.         0.69803922 0.68627451
  0.69803922 0.6745098 ]
 [0.         0.         0.         0.69411765 0.68235294 0.
  0.68235294 0.69411765 0.69803922 0.68235294 0.69411765 0.68235294
  0.69019608 0.67843137]
 [0.         0.         0.         0.71764706 0.         0.68235294
  0.         0.68627451 0.70196078 0.70196078 0.69411765 0.67843137
  0.68235294 0.67843137]
 [0.         0.         0.67843137 0.68627451 0.69019608 0.67843137
  0.         0.68627451 0.70196078 0.70196078 0.68235294 0.
  0.68627451 0.        ]
 [0.         0.         0.67843137 0.         0.72941176 0.67843137
  0.67843137 0.68627451 0.69019608 0.67843137 0.68627451 0.
  0.67843137 0.        ]
 [0.         0.         0.69019608 0.69803922 0.69803922 0.69803922
  0.67843137 0.68235294 0.68627451 0.67843137 0.67843137 0.
  0.         0.        ]
 [0.         0.         0.67843137 0.69019608 0.69411765 0.69803922
  0.67843137 0.67843137 0.6745098  0.6745098  0.67843137 0.6745098
  0.         0.        ]
 [0.         0.         0.         0.68235294 0.70588235 0.68235294
  0.6745098  0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.         0.67843137 0.67843137 0.68627451 0.6745098
  0.67843137 0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.         0.         0.         0.68627451 0.6745098
  0.68235294 0.67843137 0.         0.         0.         0.
  0.         0.        ]
 [0.6745098  0.         0.67843137 0.6745098  0.69019608 0.6745098
  0.         0.68235294 0.67843137 0.         0.         0.
  0.         0.        ]
 [0.69019608 0.69411765 0.68235294 0.68235294 0.68235294 0.67843137
  0.         0.68235294 0.         0.         0.         0.
  0.         0.        ]
 [0.70980392 0.69411765 0.68235294 0.         0.69019608 0.67843137
  0.         0.68235294 0.         0.         0.         0.
  0.         0.        ]
 [0.68235294 0.67843137 0.67843137 0.6745098  0.6745098  0.6745098
  0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.6745098  0.         0.6745098  0.67843137 0.67843137 0.
  0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.6745098  0.         0.         0.69803922 0.69411765 0.68627451
  0.6745098  0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.6745098  0.68627451 0.67843137 0.69019608 0.
  0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.67843137 0.68235294 0.68235294 0.68235294 0.67843137 0.
  0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.6745098  0.68235294 0.68235294 0.67843137 0.6745098  0.
  0.         0.         0.         0.         0.         0.
  0.         0.        ]
 [0.         0.6745098  0.6745098  0.6745098  0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.        ]]"
